Time, value
0.01513672,0.50318373
0.01525879,1.71397575
0.01538086,0.49046792
0.01550293,2.71563544
0.01562500,0.39759535
0.01574707,3.60949228
0.01586914,1.08322673
0.01599121,2.41850972
0.01611328,1.92062891
0.01623535,0.26916866
0.01635742,-0.64512260
0.01647949,-0.13848195
0.01660156,0.27358136
0.01672363,0.63445754
0.01684570,3.47179849
0.01696777,4.52228052
0.01708984,0.56383009
0.01721191,3.72769265
0.01733398,0.36973273
0.01745605,0.05892076
0.01757812,2.64132606
0.01770020,3.05696490
0.01782227,2.37133976
0.01794434,3.24211453
0.01806641,4.51861581
0.01818848,2.18648165
0.01831055,0.49964836
0.01843262,3.91387574
0.01855469,5.00180125
0.01867676,3.23881392
0.01879883,3.11240960
0.01892090,4.63027630
0.01904297,4.21289696
0.01916504,1.88756441
0.01928711,4.74943085
0.01940918,2.36310415
0.01953125,4.18346792
0.01965332,2.85810157
0.01977539,3.78390865
0.01989746,1.03911004
0.02001953,4.48667919
0.02014160,3.72777478
0.02026367,1.49682622
0.02038574,1.07256256
0.02050781,3.61258005
0.02062988,5.37459538
0.02075195,2.52894583
0.02087402,4.59288229
0.02099609,3.42119030
0.02111816,5.17872250
0.02124023,4.84543025
0.02136230,4.41525639
0.02148438,2.23805041
0.02160645,1.09929738
0.02172852,2.42110048
0.02185059,1.57704651
0.02197266,3.02237462
0.02209473,3.15017841
0.02221680,3.76552392
0.02233887,0.32743882
0.02246094,3.00846786
0.02258301,1.52989232
0.02270508,3.85510911
0.02282715,3.05269216
0.02294922,1.36305632
0.02307129,0.61022817
0.02319336,2.74380910
0.02331543,-0.06711936
0.02343750,1.90851930
0.02355957,1.05153994
0.02368164,1.87406711
0.02380371,1.69389542
0.02392578,1.22303197
0.02404785,-0.52638084
0.02416992,2.73936663
0.02429199,1.92639001
0.02441406,-0.46103390
0.02453613,-0.34142523
0.02465820,2.03451345
0.02478027,1.88710360
0.02490234,0.89206175
0.02502441,1.21639213
0.02514648,3.38160945
0.02526855,1.64324921
0.02539062,0.57259955
0.02551270,2.66119615
0.02563477,3.16500734
0.02575684,-0.59419244
0.02587891,2.12602534
0.02600098,1.87740100
0.02612305,0.31673216
0.02624512,-0.00614035
0.02636719,0.98800258
0.02648926,0.47598864
0.02661133,1.56550436
0.02673340,2.41830408
0.02685547,1.19468782
0.02697754,3.60160451
0.02709961,2.63339406
0.02722168,3.91776156
0.02734375,0.88142231
0.02746582,1.21028918
0.02758789,2.06536666
0.02770996,0.93875948
0.02783203,4.41156096
0.02795410,2.85258590
0.02807617,1.35737774
0.02819824,3.28906812
0.02832031,4.16594139
0.02844238,4.03648220
0.02856445,2.46206825
0.02868652,2.04398922
0.02880859,5.33833342
0.02893066,4.21028558
0.02905273,4.54255550
0.02917480,4.93013410
0.02929688,4.54881969
0.02941895,3.28315900
0.02954102,1.28471892
0.02966309,5.63322679
0.02978516,1.06080022
0.02990723,2.42043286
0.03002930,4.18421173
0.03015137,1.35349594
0.03027344,2.78567299
0.03039551,2.71957404
0.03051758,5.38988924
0.03063965,4.49549703
0.03076172,4.24590982
0.03088379,5.61239223
0.03100586,1.70001001
0.03112793,0.83332493
0.03125000,0.78662220
0.03137207,4.86436375
0.03149414,1.60656697
0.03161621,4.39820427
0.03173828,1.22443715
0.03186035,2.84075670
0.03198242,1.73108342
0.03210449,5.17117486
0.03222656,3.50325061
0.03234863,2.82904792
0.03247070,3.96776760
0.03259277,0.75761804
0.03271484,2.54454634
0.03283691,1.93530787
0.03295898,0.35853199
0.03308105,1.05369762
0.03320312,4.40431947
0.03332520,0.57839124
0.03344727,3.71123274
0.03356934,4.16097835
0.03369141,3.98796766
0.03381348,0.49926532
0.03393555,3.98867133
0.03405762,3.97057057
0.03417969,0.81160136
0.03430176,2.34736046
0.03442383,2.01786812
0.03454590,3.18066657
0.03466797,1.35967451
0.03479004,3.67684900
0.03491211,1.87778321
0.03503418,0.24930716
0.03515625,1.48427172
0.03527832,-0.67610795
0.03540039,-0.16994296
0.03552246,0.56600871
0.03564453,2.83372459
0.03576660,2.35147800
0.03588867,0.25201487
0.03601074,-0.20016551
0.03613281,1.64545483
0.03625488,0.44758414
0.03637695,1.67820620
0.03649902,3.82593537
0.03662109,0.86445347
0.03674316,-0.24519942
0.03686523,1.43505433
0.03698730,4.39903987
0.03710938,3.69392216
0.03723145,-0.18089955
0.03735352,0.77726157
0.03747559,4.68005489
0.03759766,2.05063490
0.03771973,2.57863735
0.03784180,1.76944885
0.03796387,0.63296855
0.03808594,0.99676512
0.03820801,3.51052025
0.03833008,3.60355509
0.03845215,1.69265232
0.03857422,3.71625578
0.03869629,4.60087673
0.03881836,3.30474074
0.03894043,1.78027063
0.03906250,2.58293501
0.03918457,2.28733402
0.03930664,3.33964149
0.03942871,3.74683467
0.03955078,1.74245821
0.03967285,4.51059744
0.03979492,2.42857125
0.03991699,1.63096874
0.04003906,3.13536884
0.04016113,3.55249000
0.04028320,4.59720120
0.04040527,4.23323832
0.04052734,4.99660115
0.04064941,1.64676917
0.04077148,3.29376250
0.04089355,0.95955701
0.04101562,5.79292547
0.04113770,0.91554908
0.04125977,3.99361836
0.04138184,2.81142517
0.04150391,0.97859249
0.04162598,1.59055649
0.04174805,0.74461113
0.04187012,4.34875353
0.04199219,1.12600642
0.04211426,4.50633617
0.04223633,0.25583049
0.04235840,2.00688341
0.04248047,3.32332786
0.04260254,3.08483539
0.04272461,1.90286895
0.04284668,1.73927240
0.04296875,1.35001920
0.04309082,0.97342765
0.04321289,1.72092225
0.04333496,1.31666529
0.04345703,2.66907554
0.04357910,3.73134063
0.04370117,3.75410381
0.04382324,2.53773821
0.04394531,3.64923519
0.04406738,1.92881089
0.04418945,1.45542848
0.04431152,1.67896892
0.04443359,3.01046208
0.04455566,-0.76802135
0.04467773,1.31583676
0.04479980,-0.88103590
0.04492188,2.85576602
0.04504395,0.72752069
0.04516602,1.10590095
0.04528809,0.69869585
0.04541016,0.05046392
0.04553223,0.31334542
0.04565430,-0.72370131
0.04577637,0.64919521
0.04589844,-0.28235204
0.04602051,4.10672088
0.04614258,2.09919967
0.04626465,1.77722749
0.04638672,0.30289459
0.04650879,2.36884002
0.04663086,3.00971882
0.04675293,0.46185818
0.04687500,-0.01740647
0.04699707,1.67355979
0.04711914,0.05811328
0.04724121,3.08134704
0.04736328,3.88182437
0.04748535,3.43048892
0.04760742,3.26477493
0.04772949,2.22682007
0.04785156,4.23103735
0.04797363,2.30390803
0.04809570,1.63930435
0.04821777,3.43899532
0.04833984,0.61695709
0.04846191,3.09104957
0.04858398,0.86914501
0.04870605,1.00952012
0.04882812,5.44359675
0.04895020,2.03253708
0.04907227,4.71512138
0.04919434,1.08019946
0.04931641,4.94777221
0.04943848,5.72240630
0.04956055,5.70798537
0.04968262,1.91449335
0.04980469,5.74690798
0.04992676,3.11692866
0.05004883,3.78758559
0.05017090,1.67328163
0.05029297,2.39231851
0.05041504,3.16458250
0.05053711,5.16057944
0.05065918,0.97894999
0.05078125,4.75733539
0.05090332,5.67575649
0.05102539,4.06904450
0.05114746,4.05713183
0.05126953,0.75855484
0.05139160,4.64745470
0.05151367,2.31620934
0.05163574,5.38065521
0.05175781,2.89870414
0.05187988,1.30667837
0.05200195,2.29421186
0.05212402,2.62677403
0.05224609,2.27695092
0.05236816,3.39891706
0.05249023,2.84740578
0.05261230,3.67318375
0.05273438,3.36370145
0.05285645,4.12571146
0.05297852,0.89392918
0.05310059,3.06728979
0.05322266,0.24306754
0.05334473,1.35013643
0.05346680,0.39666757
0.05358887,4.01855245
0.05371094,2.01875732
0.05383301,2.60819536
0.05395508,2.57322897
0.05407715,0.86689276
0.05419922,2.08248088
0.05432129,2.96552885
0.05444336,1.48321325
0.05456543,-0.69315429
0.05468750,0.30090622
0.05480957,-0.95811169
0.05493164,0.05196287
0.05505371,3.32648886
0.05517578,1.75806659
0.05529785,2.17025445
0.05541992,-0.82037099
0.05554199,1.48506816
0.05566406,0.65753344
0.05578613,1.08039138
0.05590820,3.53044867
0.05603027,3.10211094
0.05615234,2.55308471
0.05627441,-0.71706137
0.05639648,1.41314645
0.05651855,3.94967100
0.05664062,4.20443872
0.05676270,3.85358865
0.05688477,3.39011808
0.05700684,1.98541956
0.05712891,3.65597329
0.05725098,4.69654007
0.05737305,0.23210662
0.05749512,3.88979031
0.05761719,3.55053813
0.05773926,4.94480509
0.05786133,3.06842328
0.05798340,4.02814532
0.05810547,0.59112682
0.05822754,4.59708963
0.05834961,4.37761949
0.05847168,1.52663952
0.05859375,1.19024856
0.05871582,2.75396156
0.05883789,3.82608470
0.05895996,0.94035321
0.05908203,3.06575183
0.05920410,5.25947948
0.05932617,5.11016518
0.05944824,5.42287947
0.05957031,3.49727863
0.05969238,5.88464161
0.05981445,5.64306331
0.05993652,1.61943079
0.06005859,5.67392886
0.06018066,2.23242444
0.06030273,2.66576074
0.06042480,5.10349763
0.06054688,1.14946018
0.06066895,5.30556176
0.06079102,4.29577318
0.06091309,0.88488616
0.06103516,4.97051647
0.06115723,1.26633301
0.06127930,5.11029526
0.06140137,1.12412894
0.06152344,3.17221198
0.06164551,2.41551180
0.06176758,3.44357369
0.06188965,2.52856870
0.06201172,0.60069479
0.06213379,4.50379803
0.06225586,4.97004700
0.06237793,2.60825473
0.06250000,4.53337360
0.06262207,2.99502463
0.06274414,1.34866116
0.06286621,0.27512194
0.06298828,4.20885416
0.06311035,1.69255922
0.06323242,-0.06300483
0.06335449,4.34148519
0.06347656,3.44156734
0.06359863,0.73561204
0.06372070,0.42172767
0.06384277,2.22133253
0.06396484,-0.42584808
0.06408691,2.29110396
0.06420898,0.98704474
0.06433105,0.78575439
0.06445312,-0.16138019
0.06457520,3.38921172
0.06469727,0.34378762
0.06481934,3.85760133
0.06494141,-0.44530961
0.06506348,3.62975515
0.06518555,0.39307620
0.06530762,0.75442260
0.06542969,1.50438453
0.06555176,1.73896556
0.06567383,3.92671301
0.06579590,1.54866357
0.06591797,-0.08724356
0.06604004,0.00001874
0.06616211,2.02888329
0.06628418,0.92122160
0.06640625,1.32475057
0.06652832,3.03032974
0.06665039,3.56530360
0.06677246,2.71356761
0.06689453,2.28347523
0.06701660,3.50423912
0.06713867,3.67494509
0.06726074,0.45351695
0.06738281,2.29759847
0.06750488,1.18899089
0.06762695,0.76666010
0.06774902,2.72171214
0.06787109,0.52253168
0.06799316,3.96051613
0.06811523,5.20977835
0.06823730,5.31381420
0.06835938,2.98404820
0.06848145,4.43386214
0.06860352,4.44664291
0.06872559,2.66519687
0.06884766,5.16227704
0.06896973,5.16806187
0.06909180,3.90076609
0.06921387,5.28737519
0.06933594,1.27595209
0.06945801,3.11843592
0.06958008,3.34134824
0.06970215,4.24863988
0.06982422,5.91084872
0.06994629,1.07603230
0.07006836,4.47731776
0.07019043,1.38213879
0.07031250,4.19375194
0.07043457,2.28087170
0.07055664,3.28913356
0.07067871,5.25143495
0.07080078,1.28583249
0.07092285,2.58661218
0.07104492,5.18210997
0.07116699,4.73526057
0.07128906,2.48079277
0.07141113,5.49307636
0.07153320,3.90394496
0.07165527,5.18403055
0.07177734,2.35205177
0.07189941,1.83669899
0.07202148,1.33505248
0.07214355,2.99515851
0.07226562,4.15257925
0.07238770,1.22341155
0.07250977,3.42839055
0.07263184,1.73542896
0.07275391,2.18270520
0.07287598,2.03356709
0.07299805,4.76572605
0.07312012,1.38920829
0.07324219,1.84021118
0.07336426,0.83139604
0.07348633,2.18445476
0.07360840,2.45613714
0.07373047,0.86267730
0.07385254,0.07037946
0.07397461,2.88829613
0.07409668,0.27431684
0.07421875,3.37748785
0.07434082,-0.36041546
0.07446289,3.33326350
0.07458496,2.79030534
0.07470703,2.19746652
0.07482910,3.84391386
0.07495117,3.00620136
0.07507324,2.05510228
0.07519531,0.18641030
0.07531738,3.46006154
0.07543945,-0.51833271
0.07556152,-0.84045960
0.07568359,3.17973599
0.07580566,-0.10707420
0.07592773,2.54328348
0.07604980,0.45340361
0.07617188,2.23021556
0.07629395,3.81911522
0.07641602,3.11426719
0.07653809,3.87523923
0.07666016,4.34588973
0.07678223,0.42386431
0.07690430,2.90519559
0.07702637,1.64971319
0.07714844,4.45220950
0.07727051,1.63580934
0.07739258,1.54989964
0.07751465,4.79827926
0.07763672,2.39937850
0.07775879,4.15991764
0.07788086,3.43737141
0.07800293,0.47115232
0.07812500,1.24714092
0.07824707,0.50957134
0.07836914,3.58599693
0.07849121,5.15693081
0.07861328,3.41691054
0.07873535,4.96367547
0.07885742,1.53750128
0.07897949,3.69855332
0.07910156,3.12965899
0.07922363,1.07302626
0.07934570,2.03973381
0.07946777,4.77648971
0.07958984,4.70130323
0.07971191,2.52052015
0.07983398,3.98731487
0.07995605,4.94979928
0.08007812,3.24043073
0.08020020,1.86663625
0.08032227,4.35501412
0.08044434,2.73263376
0.08056641,5.15950444
0.08068848,3.63672734
0.08081055,4.35162977
0.08093262,3.88242044
0.08105469,4.51797727
0.08117676,1.48628168
0.08129883,1.46299768
0.08142090,4.12444944
0.08154297,1.08353747
0.08166504,2.47101758
0.08178711,5.36516412
0.08190918,4.58597220
0.08203125,3.74056212
0.08215332,2.88298144
0.08227539,4.38202073
0.08239746,2.81013502
0.08251953,2.24182461
0.08264160,4.10859754
0.08276367,0.69249074
0.08288574,1.81366440
0.08300781,4.14803616
0.08312988,0.05199031
0.08325195,0.85206846
0.08337402,-0.00956148
0.08349609,1.60278540
0.08361816,2.76752584
0.08374023,3.29458635
0.08386230,2.49723856
0.08398438,1.80298981
0.08410645,2.87216784
0.08422852,-0.33481634
0.08435059,0.36857610
0.08447266,3.56598082
0.08459473,-0.37423177
0.08471680,0.65698522
0.08483887,1.84379064
0.08496094,2.53559496
0.08508301,2.54955856
0.08520508,3.75717494
0.08532715,-0.27150374
0.08544922,2.68625461
0.08557129,2.47471221
0.08569336,-0.89276397
0.08581543,-0.15275910
0.08593750,0.01173432
0.08605957,3.24785381
0.08618164,1.86313783
0.08630371,1.97692472
0.08642578,2.92596745
0.08654785,1.50895031
0.08666992,0.82086932
0.08679199,3.73755774
0.08691406,4.35878999
0.08703613,1.43668002
0.08715820,3.10886203
0.08728027,1.56591723
0.08740234,1.15879251
0.08752441,2.48230320
0.08764648,1.91334767
0.08776855,4.28599949
0.08789062,3.32490454
0.08801270,2.64782381
0.08813477,4.39104653
0.08825684,4.83108717
0.08837891,3.68023893
0.08850098,2.66504519
0.08862305,2.24725449
0.08874512,0.65926054
0.08886719,1.17306630
0.08898926,2.60448482
0.08911133,4.02616932
0.08923340,5.47303360
0.08935547,2.07180005
0.08947754,3.86948948
0.08959961,5.30877318
0.08972168,1.81259917
0.08984375,1.37833591
0.08996582,5.75003513
0.09008789,1.33419287
0.09020996,2.06629094
0.09033203,3.66343138
0.09045410,2.52308590
0.09057617,1.08351545
0.09069824,4.37822847
0.09082031,1.18635001
0.09094238,4.82934488
0.09106445,4.42882061
0.09118652,4.75205703
0.09130859,4.02595702
0.09143066,2.81805272
0.09155273,4.02613157
0.09167480,4.87659470
0.09179688,0.92821333
0.09191895,4.76458547
0.09204102,1.79756238
0.09216309,3.49944558
0.09228516,3.04967178
0.09240723,2.50034130
0.09252930,4.93629456
0.09265137,3.24927319
0.09277344,1.66055628
0.09289551,0.49512594
0.09301758,-0.12810294
0.09313965,2.22952692
0.09326172,2.64579149
0.09338379,2.02457982
0.09350586,1.76825781
0.09362793,0.78201425
0.09375000,3.93962357
0.09387207,3.62320516
0.09399414,3.38743196
0.09411621,-0.21012447
0.09423828,2.97576159
0.09436035,2.76110887
0.09448242,0.04737522
0.09460449,1.10494124
0.09472656,2.00745055
0.09484863,3.13659661
0.09497070,2.93633202
0.09509277,1.26373407
0.09521484,0.76771840
0.09533691,-0.65436005
0.09545898,0.19497429
0.09558105,2.30030675
0.09570312,-0.85232235
0.09582520,0.51423669
0.09594727,1.93649983
0.09606934,3.48358927
0.09619141,1.60775759
0.09631348,-0.24642994
0.09643555,1.33353260
0.09655762,2.86618995
0.09667969,3.50763949
0.09680176,0.94402046
0.09692383,3.58042314
0.09704590,0.75733694
0.09716797,4.06316030
0.09729004,-0.07151237
0.09741211,3.96297107
0.09753418,4.12883818
0.09765625,2.04830622
0.09777832,2.32095346
0.09790039,4.36820414
0.09802246,3.56440838
0.09814453,4.13860658
0.09826660,4.34596398
0.09838867,4.91916914
0.09851074,3.45084770
0.09863281,2.18087890
0.09875488,0.75257706
0.09887695,1.28597070
0.09899902,3.28987657
0.09912109,4.11297218
0.09924316,2.74594393
0.09936523,1.82143281
0.09948730,3.24608789
0.09960938,0.99045466
0.09973145,1.13521174
0.09985352,5.69408513
0.09997559,2.74095737
0.10009766,3.62681198
0.10021973,3.17094638
0.10034180,2.66681818
0.10046387,3.45817575
0.10058594,5.87195852
0.10070801,2.61429163
0.10083008,2.84845123
0.10095215,1.77411815
0.10107422,4.18561001
0.10119629,5.72238794
0.10131836,2.30902043
0.10144043,3.26775730
0.10156250,0.79611173
0.10168457,2.00194451
0.10180664,2.10430051
0.10192871,4.23584769
0.10205078,1.25652520
0.10217285,3.08297583
0.10229492,2.96958544
0.10241699,5.02129483
0.10253906,3.84525780
0.10266113,0.24964282
0.10278320,0.95921525
0.10290527,3.98099393
0.10302734,-0.00442178
0.10314941,3.27078080
0.10327148,-0.10145690
0.10339355,1.76806628
0.10351562,2.45698262
0.10363770,2.62404339
0.10375977,3.66485361
0.10388184,2.45805258
0.10400391,2.49103033
0.10412598,2.97393418
0.10424805,3.56035010
0.10437012,3.06753535
0.10449219,0.04501474
0.10461426,3.91086553
0.10473633,3.67883066
0.10485840,-0.81255819
0.10498047,2.75557503
0.10510254,1.00590506
0.10522461,2.18280019
0.10534668,0.14415506
0.10546875,3.05694897
0.10559082,0.75025534
0.10571289,-0.66513709
0.10583496,2.55844226
0.10595703,1.34330225
0.10607910,3.26563956
0.10620117,3.95082981
0.10632324,0.79169629
0.10644531,3.99250865
0.10656738,2.83085369
0.10668945,1.19228563
0.10681152,1.74616616
0.10693359,3.79198218
0.10705566,3.58989892
0.10717773,1.96660715
0.10729980,0.34855377
0.10742188,0.85072456
0.10754395,3.47045061
0.10766602,0.27634236
0.10778809,4.01004032
0.10791016,3.02532492
0.10803223,3.75380662
0.10815430,1.33370438
0.10827637,4.07156744
0.10839844,3.00991121
0.10852051,3.55427518
0.10864258,4.94720225
0.10876465,1.21131366
0.10888672,2.45937106
0.10900879,2.36598817
0.10913086,2.08668542
0.10925293,4.15636274
0.10937500,2.42092141
0.10949707,2.86689467
0.10961914,1.10053143
0.10974121,1.85041379
0.10986328,3.87475710
0.10998535,5.47011399
0.11010742,1.05271279
0.11022949,1.54877515
0.11035156,3.44019758
0.11047363,2.25926886
0.11059570,5.76493778
0.11071777,2.12409360
0.11083984,1.76854124
0.11096191,3.04600631
0.11108398,1.00358754
0.11120605,4.27789238
0.11132812,2.55216227
0.11145020,2.09358168
0.11157227,0.86312396
0.11169434,5.14678634
0.11181641,5.05278331
0.11193848,5.06795600
0.11206055,0.88800491
0.11218262,2.33923979
0.11230469,0.81037986
0.11242676,2.01779056
0.11254883,2.59698653
0.11267090,1.19005105
0.11279297,1.19922875
0.11291504,0.96599285
0.11303711,4.33522601
0.11315918,1.27315554
0.11328125,4.18632548
0.11340332,0.14567127
0.11352539,1.67428248
0.11364746,3.70544618
0.11376953,0.63882675
0.11389160,0.72694926
0.11401367,3.77863632
0.11413574,0.75155319
0.11425781,2.69323702
0.11437988,3.79707024
0.11450195,-0.27982356
0.11462402,0.33417301
0.11474609,2.47356250
0.11486816,1.57110071
0.11499023,1.61265945
0.11511230,0.53358443
0.11523438,1.79058400
0.11535645,0.83080467
0.11547852,0.85016685
0.11560059,1.94945376
0.11572266,-0.33646730
0.11584473,2.37235655
0.11596680,3.25719479
0.11608887,0.83488796
0.11621094,-0.42377182
0.11633301,3.03243112
0.11645508,-0.51808224
0.11657715,1.46416286
0.11669922,-0.10790262
0.11682129,3.95446015
0.11694336,1.99940215
0.11706543,1.52237996
0.11718750,-0.26220814
0.11730957,4.26067821
0.11743164,0.36676793
0.11755371,4.33210332
0.11767578,1.93670022
0.11779785,4.03588257
0.11791992,3.33625389
0.11804199,4.98404346
0.11816406,0.90099258
0.11828613,4.90503632
0.11840820,2.24593391
0.11853027,3.52548178
0.11865234,1.28669308
0.11877441,3.67567503
0.11889648,2.11270718
0.11901855,2.20775306
0.11914062,4.43843841
0.11926270,4.98310158
0.11938477,2.50629083
0.11950684,3.17829197
0.11962891,2.39128286
0.11975098,4.86343059
0.11987305,4.06916295
0.11999512,2.57465446
0.12011719,4.04302000
0.12023926,5.12035492
0.12036133,5.79861281
0.12048340,4.85276333
0.12060547,1.09954143
0.12072754,1.11715904
0.12084961,5.19766349
0.12097168,5.29710083
0.12109375,5.19861388
0.12121582,5.39840294
0.12133789,1.34982879
0.12145996,5.04171161
0.12158203,1.75534223
0.12170410,1.28283640
0.12182617,0.73315393
0.12194824,4.01226887
0.12207031,4.24788672
0.12219238,2.50616391
0.12231445,1.41829033
0.12243652,2.07380744
0.12255859,2.22474498
0.12268066,2.12822784
0.12280273,2.24928594
0.12292480,2.10013031
0.12304688,1.65147778
0.12316895,1.29045257
0.12329102,3.77449202
0.12341309,1.13990805
0.12353516,3.90772453
0.12365723,2.86537342
0.12377930,1.38660855
0.12390137,0.56062757
0.12402344,1.29453364
0.12414551,0.17823110
0.12426758,1.77299568
0.12438965,3.91549098
0.12451172,0.98324897
0.12463379,2.17142805
0.12475586,3.13092603
0.12487793,1.79859888
0.12500000,-0.32738596
0.12512207,1.01304034
0.12524414,1.61832545
0.12536621,2.52298598
0.12548828,0.94711077
0.12561035,0.33907039
0.12573242,2.00748108
0.12585449,-0.73924225
0.12597656,3.60942746
0.12609863,1.21737805
0.12622070,2.91978286
0.12634277,2.94021709
0.12646484,4.12406312
0.12658691,1.48630338
0.12670898,4.04957497
0.12683105,0.66215177
0.12695312,4.46028344
0.12707520,3.74708969
0.12719727,4.42529601
0.12731934,3.49288622
0.12744141,4.76764063
0.12756348,0.41403892
0.12768555,0.38386770
0.12780762,5.11122905
0.12792969,3.60338933
0.12805176,0.96507728
0.12817383,1.66999482
0.12829590,1.61816022
0.12841797,1.80526624
0.12854004,2.65835177
0.12866211,1.48376116
0.12878418,3.66532872
0.12890625,3.49804107
0.12902832,0.97529134
0.12915039,2.20847172
0.12927246,4.48189093
0.12939453,2.52807368
0.12951660,4.71362965
0.12963867,4.69066685
0.12976074,1.81685165
0.12988281,5.83438405
0.13000488,2.68196289
0.13012695,1.36008790
0.13024902,2.57623376
0.13037109,1.79873640
0.13049316,4.45803052
0.13061523,2.43568767
0.13073730,2.45031207
0.13085938,4.36981672
0.13098145,0.89339989
0.13110352,2.74117525
0.13122559,5.71631209
0.13134766,3.68610908
0.13146973,5.49752197
0.13159180,5.33694509
0.13171387,5.52213207
0.13183594,4.01748646
0.13195801,4.39549971
0.13208008,3.02120042
0.13220215,4.22852754
0.13232422,3.52542379
0.13244629,2.65916997
0.13256836,4.81237380
0.13269043,4.26185250
0.13281250,0.30102843
0.13293457,4.72113480
0.13305664,2.17795823
0.13317871,3.27216084
0.13330078,4.57156780
0.13342285,1.00503892
0.13354492,3.37539409
0.13366699,3.26873847
0.13378906,1.30492395
0.13391113,3.01335261
0.13403320,3.52170560
0.13415527,1.28478832
0.13427734,1.58100249
0.13439941,3.54614900
0.13452148,1.73858368
0.13464355,1.93003949
0.13476562,3.27057998
0.13488770,1.29577722
0.13500977,1.65726564
0.13513184,-0.97909347
0.13525391,1.24252264
0.13537598,1.39061715
0.13549805,0.33068138
0.13562012,3.87015084
0.13574219,-0.36368528
0.13586426,-0.47953370
0.13598633,2.03851804
0.13610840,-0.64925261
0.13623047,4.16512164
0.13635254,-0.14447321
0.13647461,0.70323059
0.13659668,3.07854736
0.13671875,1.91095828
0.13684082,2.27463534
0.13696289,2.66391775
0.13708496,4.14912410
0.13720703,2.17193081
0.13732910,3.47560239
0.13745117,0.94582200
0.13757324,1.13645867
0.13769531,1.63702581
0.13781738,1.56363273
0.13793945,4.66040433
0.13806152,4.97074311
0.13818359,2.88701276
0.13830566,3.74846851
0.13842773,1.15500991
0.13854980,1.85732673
0.13867188,4.08618687
0.13879395,5.49030276
0.13891602,5.13967715
0.13903809,4.58401789
0.13916016,5.41630015
0.13928223,3.81741710
0.13940430,5.46618869
0.13952637,1.78538800
0.13964844,4.73300773
0.13977051,4.55147698
0.13989258,4.92256921
0.14001465,1.61448325
0.14013672,5.62784068
0.14025879,5.06809739
0.14038086,3.01966798
0.14050293,1.49097491
0.14062500,5.02770474
0.14074707,1.18257014
0.14086914,2.75673513
0.14099121,5.20368843
0.14111328,0.84129498
0.14123535,0.96891939
0.14135742,3.37372571
0.14147949,3.86635066
0.14160156,3.02011086
